symbol,name,sector,sector_class,status,all_pass,manual_cash_check,g1_solvency,g3_margin_slope,g4_cfo_np,g5_roe_relative,g6_new_high,g7_fwd_pe,composite,cagr_score,yield_score,peg_score,cagr_3y_pct,dividend_yield_pct,peg,roe_3y_avg_pct,fwd_pe,price,mcap
2S,2S METAL PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,28.96,0.0,95.79,0.74,,6.58,0.015,5.47,7.57,3.04,1671987700.16
A,AREEYA PROPERTY PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,3.35,0.0,11.17,0.0,,0.64,,-7.98,,4.7,4606000000.0
A5,ASSET FIVE GROUP PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,YES,NO,YES,NO,NO,60.46,100.0,47.81,20.38,51.37,2.73,0.408,28.27,20.94,1.83,2213174063.22
AAI,Asian Alliance International Public Company Limited,Food & Beverage,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,54.37,59.21,100.0,2.28,15.4,9.62,0.046,16.99,7.38,3.48,7395000000.0
AAV,ASIA AVIATION PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,NO,YES,YES,YES,NO,YES,30.0,0.0,100.0,0.0,,12.0,,19.86,9.58,1.07,13749499996.79
ABM,ASIA BIOMASS PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,-100.0,,,-4.09,,0.46,318375404.7
ACAP,ASIA CAPITAL GROUP PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,YES,NA,YES,NO,NA,30.0,0.0,100.0,0.0,,72.3,,21.08,,0.33,134115688.0
ACC,ADVANCED CONNECTION CORPORATION PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,18.16,,1.98,,0.38,714526917.34
ACE,ABSOLUTE CLEAN ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,4.13,0.0,13.78,0.0,-17.72,0.79,,7.34,9.14,1.27,12796055637.2
ACG,AUTOCORP HOLDING PUBLIC COMPANY LIMITED,Automotive,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,71.85,100.0,97.8,8.36,33.5,6.78,0.167,3.71,9.57,0.59,354000000.0
ADB,APPLIED DB PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,NA,NO,NO,YES,24.25,0.0,80.85,0.0,,5.08,,0.78,12.57,0.59,428339954.57
ADD,ADDTECH HUB PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,30.0,0.0,100.0,0.0,-41.49,8.79,,6.02,13.58,3.3,554400000.0
ADVANC,ADVANCED INFO SERVICE PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,NO,YES,YES,YES,YES,NO,72.87,86.77,100.0,27.2,22.56,9.45,0.544,39.07,19.87,363.0,1079638134168.0
ADVICE,Advice IT Infinite Public Company Limited,Commerce,retail,scanned,NO,N/A,NO,YES,YES,YES,YES,YES,50.5,34.98,88.33,33.36,9.1,5.83,0.667,39.86,9.93,6.0,3720000000.0
AE,ALL ENERGY & UTILITIES PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,350.4,,-6.54,,0.1,257153590.7
AEONTS,AEON THANA SINSAP (THAILAND) PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NA,YES,YES,NO,YES,26.69,0.0,88.98,0.0,-6.97,5.9,,14.3,7.04,93.25,23312500000.0
AF,AIRA FACTORING PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NO,NO,NO,NO,29.75,0.0,87.14,12.01,-30.33,5.71,0.24,4.35,34.97,0.35,560000000.0
AFC,ASIA FIBER PUBLIC COMPANY LIMITED,Fashion,default,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,0.0,0.0,0.0,0.0,-18.38,,,-0.71,5.23,3.62,164978842.92
AGE,ASIA GREEN ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,NA,YES,NO,YES,30.3,0.0,100.0,1.0,-100.0,16.67,0.02,14.87,4.75,1.2,1435828122.0
AH,AAPICO HITECH PUBLIC COMPANY LIMITED,Automotive,default,scanned,NO,N/A,NO,NO,YES,YES,NO,YES,26.56,0.0,88.52,0.0,-9.98,5.85,,14.29,5.51,13.5,4790367162.0
AHC,AIKCHOL HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,22.0,0.0,73.33,0.0,-21.09,4.33,,9.68,14.23,12.0,1798911168.0
AI,ASIAN INSULATORS PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,YES,YES,NO,NO,NO,33.01,0.0,99.44,10.58,-14.02,6.94,0.212,9.0,47.05,2.88,2015997180.48
AIE,AI ENERGY PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,22.29,0.0,71.67,2.63,-17.03,4.17,0.053,3.94,26.32,1.2,1660816810.8
AIRA,AIRA CAPITAL PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,5.25,0.0,17.5,0.0,-100.0,1.0,,-3.32,,1.1,6946366386.3
AIT,"ADVANCED INFORMATION TECHNOLOGY PUBLIC CO.,LTD.",Information & Communication Technology,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,63.65,9.12,100.0,100.0,2.37,7.66,8.213,13.55,12.41,4.7,7221153188.4
AJ,A.J. PLAST PUBLIC COMPANY LIMITED,Packaging,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,30.36,0.0,100.0,1.21,-100.0,14.06,0.024,-8.3,2.37,2.7,1610545077.9
AJA,AJ ADVANCE TECHNOLOGY PUBLIC COMPANY LIMITED,Home & Office Products,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-12.41,,0.16,918914017.12
AKP,AKKHIE PRAKARN PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,28.66,0.0,93.89,1.65,-8.1,6.39,0.033,4.5,3.81,0.72,290880000.0
AKR,EKARAT ENGINEERING PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,76.62,100.0,100.0,22.06,46.04,7.65,0.441,15.03,11.9,0.85,1251113039.05
AKS,AKS CORPORATION PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-65.29,,0.03,122198992.0
ALLA,ALLA PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,default,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,72.87,100.0,100.0,9.57,44.25,8.55,0.191,9.68,8.47,1.17,702000000.0
ALPHAX,ALPHA DIVISIONS PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,NA,NO,YES,YES,55.49,100.0,47.0,4.62,133.5,2.69,0.092,2.24,12.33,0.35,3252330948.3
ALT,ALT TELECOM PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,NO,YES,NA,NO,NO,NO,30.0,0.0,100.0,0.0,,8.06,,-1.56,16.9,1.24,1403961999.56
ALUCON,ALUCON PUBLIC COMPANY LIMITED,Packaging,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,37.15,13.52,96.95,8.85,3.52,6.69,0.177,9.86,9.6,239.0,10324796654.0
AMA,AMA MARINE PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,86.13,100.0,100.0,53.77,30.04,7.69,1.038,13.44,10.1,3.9,2019875414.7
AMANAH,AMANAH LEASING PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,13.25,0.0,44.17,0.0,-100.0,2.52,,8.85,6.1,0.63,745996778.73
AMARC,ASIA MEDICAL AND AGRICULTURAL LABORATORY AND RESEARCH CENTER PUBLIC COMPANY LIMITED,-,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,68.38,100.0,93.13,1.47,121.88,6.31,0.029,12.59,8.77,3.96,1663200000.0
AMARIN,AMARIN CORPORATIONS PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,10.94,0.0,36.46,0.0,-37.53,2.08,,6.07,25.83,2.88,2875051008.0
AMATA,AMATA CORPORATION PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,YES,YES,NO,NO,YES,29.83,0.0,83.14,16.28,-0.15,5.31,0.326,11.68,8.73,20.7,23805000000.0
AMATAV,AMATA VN PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,13.6,0.0,45.34,0.0,-47.36,2.59,,10.44,4.55,1.93,2057183651.45
AMC,ASIA METAL PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,17.07,0.0,56.91,0.0,-57.69,3.25,,4.49,87.79,2.46,1181036841.42
AMR,AMR ASIA PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,48.48,,-13.29,,0.33,194934300.0
ANAN,ANANDA DEVELOPMENT PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,YES,NA,NO,NO,NO,30.0,0.0,100.0,0.0,,33.54,,-1.93,26.2,0.35,1458189304.95
ANI,Asia Network International Public Company Limited,Transportation & Logistics,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,30.0,0.0,100.0,0.0,,7.94,,21.19,8.49,2.52,4656960000.0
AOT,AIRPORTS OF THAILAND PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,YES,YES,YES,YES,NO,NO,7.99,0.0,26.62,0.0,,1.52,,12.95,25.29,53.25,760713525000.0
AP,AP (THAILAND) PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NO,NO,YES,NO,YES,29.8,0.0,99.33,0.0,-9.78,6.93,,12.38,4.63,7.5,23594246212.5
APCO,ASIAN PHYTOCEUTICALS PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,default,scanned,NO,N/A,YES,NO,YES,YES,NO,NO,18.23,0.0,60.78,0.0,-7.31,3.47,,13.5,28.37,2.62,1572000000.0
APCS,ASIA PRECISION PUBLIC COMPANY LIMITED,Construction Services,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,30.0,0.0,100.0,0.0,-100.0,11.35,,-1.25,27.43,1.41,930599805.42
APO,Asian Palm Oil Public Company Limited,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,YES,30.09,0.0,100.0,0.31,,9.65,0.006,,4.52,2.28,775200000.0
APP,APPLICAD PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,YES,YES,YES,YES,40.57,17.63,100.0,11.73,4.58,9.35,0.235,15.25,7.47,2.46,688800000.0
APURE,AGRIPURE HOLDINGS PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,YES,YES,YES,NO,YES,30.0,0.0,100.0,0.0,-2.17,14.85,,12.03,13.87,2.02,1935722357.9
AQUA,AQUA CORPORATION PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,9.9,,-3.44,,0.1,571245718.7
ARIN,ARINSIRI LAND PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-9.17,,0.5,300000000.0
ARIP,ARIP PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,65.97,64.89,76.51,56.86,16.87,4.65,1.069,4.91,18.03,0.43,200380000.0
ARROW,ARROW SYNDICATE PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,43.23,0.0,100.0,44.08,-4.49,7.92,0.882,8.12,9.12,5.05,1297329365.2
AS,ASPHERE INNOVATIONS PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,YES,YES,YES,NO,YES,30.0,0.0,100.0,0.0,-26.62,7.41,,23.54,9.43,2.7,1347966268.2
ASAP,SYNERGETIC AUTO PERFORMANCE PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,1.99,0.0,6.62,0.0,,0.38,,-7.97,5.44,1.48,1074479958.56
ASEFA,ASEFA PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,30.0,0.0,100.0,0.0,-20.16,8.03,,6.94,7.18,4.36,2379026588.0
ASIA,ASIA HOTEL PUBLIC COMPANY LIMITED,Tourism & Leisure,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NA,13.03,0.0,43.43,0.0,,2.48,,-0.95,,5.4,1728000000.0
ASIAN,ASIAN SEA CORPORATION PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,30.0,0.0,100.0,0.0,-11.35,9.77,,9.59,6.88,6.9,5617204157.1
ASIMAR,ASIAN MARINE SERVICES PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,NO,YES,YES,NO,YES,YES,70.68,100.0,100.0,2.26,33.14,8.39,0.045,5.93,8.57,1.43,369356254.41
ASK,ASIA SERMKIJ LEASING PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,24.56,0.0,74.94,6.92,-29.43,4.49,0.138,6.54,8.33,8.9,6263742392.0
ASN,ASN BROKER PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NO,19.19,0.0,62.3,1.66,-68.08,3.56,0.033,0.01,72.48,0.75,140399964.75
ASP,ASIA PLUS GROUP HOLDINGS PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,29.83,0.0,99.44,0.0,-28.58,6.94,,8.45,22.43,2.16,4388983367.04
ASW,ASSETWISE PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NO,YES,NO,YES,30.0,0.0,100.0,0.0,-1.23,7.19,,17.01,3.83,6.95,6253224622.5
ATLAS,Atlas Energy Public Company Limited,Energy & Utilities,default,scanned,NO,N/A,NO,NA,NA,NA,NA,YES,30.0,0.0,100.0,0.0,,8.24,,,8.07,1.82,2581524400.0
ATP30,ATP30 PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,YES,YES,NO,YES,YES,42.87,43.06,78.78,6.7,11.2,4.88,0.134,6.67,7.65,0.82,559494247.56
AU,AFTER YOU PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,NO,68.59,76.44,86.82,39.89,19.88,5.68,0.798,22.03,15.85,4.4,3588743668.4
AUCT,UNION AUCTION PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,YES,YES,YES,YES,YES,50.95,50.7,100.0,2.24,13.18,8.41,0.045,56.98,0.3,4.34,2387000000.0
AURA,Aurora Design Public Company Limited,Fashion,default,scanned,NO,N/A,NO,YES,NO,YES,YES,YES,67.17,100.0,71.18,19.41,27.31,4.12,0.388,18.69,11.15,13.6,18167424000.0
AWC,ASSET WORLD CORP PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,YES,YES,NO,YES,NO,77.49,70.56,64.22,100.0,18.35,3.67,2.661,6.42,24.46,2.18,69817866792.0
AYUD,ALLIANZ AYUDHYA CAPITAL PUBLIC COMPANY LIMITED,Insurance,default,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,27.81,0.0,92.7,0.0,-16.55,6.27,,6.68,5.55,37.0,14402876447.0
B,BEGISTICS PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,-100.0,,,3.31,,0.04,322960364.2
B52,B-52 CAPITAL PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,19.33,0.0,64.43,0.0,,3.68,,-46.92,,0.22,221381643.12
BA,BANGKOK AIRWAYS PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,NO,NO,YES,YES,NO,YES,30.0,0.0,100.0,0.0,,8.57,,21.92,7.47,14.0,29400000000.0
BAFS,BANGKOK AVIATION FUEL SERVICES PCL.,Energy & Utilities,default,scanned,NO,N/A,NO,YES,NA,NO,YES,YES,22.52,0.0,68.75,6.32,,3.93,0.126,1.03,13.41,8.4,5354967685.2
BAM,BANGKOK COMMERCIAL ASSET MANAGEMENT PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,NO,NO,NO,YES,42.69,0.0,100.0,42.29,-12.71,7.52,0.846,3.74,11.12,6.65,21493081295.0
BANPU,BANPU PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,25.98,0.0,83.57,3.04,-100.0,5.36,0.061,0.67,9.69,5.6,56105855288.0
BAY,BANK OF AYUDHYA PUBLIC COMPANY LIMITED,Banking,bank,scanned,NO,N/A,YES,NA,YES,NO,NO,YES,39.34,4.23,78.15,47.33,1.1,4.81,0.947,8.32,6.5,27.0,198605567871.0
BBGI,BBGI PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,62.21,100.0,62.8,11.23,42.92,3.59,0.225,1.81,7.06,4.18,6044280000.0
BBIK,BLUEBIK GROUP PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,YES,NO,YES,YES,YES,63.36,100.0,48.84,29.04,38.92,2.79,0.581,17.92,7.64,17.2,3440266152.8
BBL,BANGKOK BANK PUBLIC COMPANY LIMITED,Banking,bank,scanned,NO,N/A,YES,NA,YES,NO,YES,YES,82.19,62.39,90.79,100.0,16.22,6.08,4.162,8.18,7.32,164.5,314004656063.0
BC,BOUTIQUE CORPORATION PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,YES,NA,NO,YES,NO,30.0,0.0,100.0,0.0,,7.12,,-10.27,24.25,0.73,420903096.32
BCH,BANGKOK CHAIN HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,53.67,0.0,78.91,100.0,-24.34,4.89,5.973,10.45,15.83,9.2,22942481452.8
BCP,BANGCHAK CORPORATION PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,18.31,0.0,52.5,8.54,-38.82,3.0,0.171,9.16,5.44,35.0,51542422645.0
BCPG,BCPG PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,23.38,0.0,77.95,0.0,-31.23,4.79,,4.23,7.51,7.3,21869043174.7
BCT,BIRLA CARBON (THAILAND) PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,default,scanned,NO,N/A,YES,NO,NO,YES,NO,YES,10.82,0.0,36.08,0.0,-16.93,2.06,,16.32,8.41,48.5,14550000000.0
BDMS,BANGKOK DUSIT MEDICAL SERVICES PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,NO,N/A,YES,NO,YES,YES,NO,NO,67.41,30.49,84.05,100.0,7.93,5.41,2.098,15.75,16.63,18.5,294002035057.5
BE8,BERYL 8 PLUS PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,4.36,0.0,14.52,0.0,-25.99,0.83,,5.53,16.34,4.82,1275898011.42
BEAUTY,BEAUTY COMMUNITY PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,30.0,0.0,100.0,0.0,,19.19,,-12.46,12.33,0.37,1107851607.95
BEC,BEC WORLD PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,28.27,0.0,87.14,7.08,-30.28,5.71,0.142,2.78,16.09,1.75,3500000000.0
BEM,BANGKOK EXPRESSWAY AND METRO PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,NO,YES,NO,NO,YES,NO,68.86,60.68,48.61,100.0,15.78,2.78,55.098,9.91,18.72,5.4,82539000000.0
BEYOND,BOUND AND BEYOND PUBLIC COMPANY LIMITED,Tourism & Leisure,default,scanned,NO,N/A,NO,YES,NA,NO,NO,YES,31.79,0.0,100.0,5.96,-100.0,17.34,0.119,-1.12,12.36,8.65,2509094514.5
BGC,BG CONTAINER GLASS PUBLIC COMPANY LIMITED,Packaging,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,23.73,0.0,79.09,0.0,-20.93,4.91,,7.89,7.25,5.5,3819442000.0
BGRIM,B.GRIMM POWER PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,YES,NO,NO,NO,46.02,0.0,53.41,100.0,,3.05,2.055,4.86,15.66,13.5,35193150000.0
BGT,BGT CORPORATION PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,13.12,0.0,43.75,0.0,,2.5,,-6.42,,0.36,130867165.44
BH,BUMRUNGRAD HOSPITAL PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,NO,N/A,YES,YES,YES,YES,NO,NO,71.73,57.72,91.8,70.33,15.01,6.18,1.203,29.42,18.06,178.0,141504053376.0
BIG,BIG CAMERA CORPORATION PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,YES,NO,YES,YES,19.04,0.0,60.34,3.12,,3.45,0.062,5.57,1.81,0.29,1023374852.0
BIOTEC,BIO GREEN ENERGY TECH PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NO,30.0,0.0,100.0,0.0,-100.0,11.73,,-2.86,27.09,0.26,793874172.52
BIS,Bioscience Animal Health Public Company Limited,-,default,scanned,NO,N/A,YES,YES,NO,NO,NO,NO,35.82,0.0,89.41,30.01,-3.51,5.94,0.6,8.57,16.97,2.02,634280000.0
BIZ,BUSINESS ALIGNMENT PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,default,scanned,NO,N/A,YES,YES,YES,YES,NO,YES,39.47,0.0,100.0,31.57,-18.9,10.46,0.631,22.93,7.22,4.78,2871513247.42
BJC,BERLI JUCKER PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,48.72,0.0,62.41,100.0,-7.15,3.57,49.651,3.57,11.97,14.3,57311492795.7
BJCHI,BJC HEAVY INDUSTRIES PUBLIC COMPANY LIMITED,Construction Services,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NO,14.37,0.0,46.04,1.85,-100.0,2.63,0.037,-1.33,18.25,0.65,1039798500.0
BKD,BANGKOK DEC-CON PUBLIC COMPANY LIMITED,Construction Services,default,scanned,NO,N/A,YES,NO,NO,NO,YES,YES,63.2,82.6,100.0,0.53,21.48,9.26,0.011,6.83,9.45,1.08,1162307482.56
BKGI,Bangkok Genomics Innovation Public Company Limited,Health Care Services,default,scanned,NO,N/A,YES,NO,NO,NO,NO,NO,18.62,0.0,62.06,0.0,-15.48,3.55,,11.54,36.4,1.41,846000000.0
BKIH,BKI HOLDINGS PUBLIC COMPANY LIMITED,Insurance,default,scanned,NO,N/A,NO,NA,NA,NO,YES,YES,50.62,0.0,68.75,100.0,,3.93,9.435,9.52,10.02,350.0,36415458800.0
BLA,BANGKOK LIFE ASSURANCE PUBLIC COMPANY LIMITED,Insurance,default,scanned,NO,N/A,NO,NA,NA,NO,YES,YES,61.69,100.0,69.35,2.95,29.46,3.96,0.059,9.74,5.45,21.7,37054182200.0
BLAND,BANGKOK LAND PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NO,NO,NO,NO,YES,16.21,0.0,38.89,15.13,,2.22,0.303,1.59,14.04,0.45,7808681319.3
BLC,Bangkok Lab and Cosmetic Public Company Limited,Personal Products & Pharmaceuticals,default,scanned,NO,N/A,YES,NO,YES,YES,YES,NO,41.64,0.0,94.43,44.36,,6.44,0.887,26.75,15.84,3.88,2328000000.0
BLESS,BLESS ASSET GROUP PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NO,NO,NO,NA,0.0,0.0,0.0,0.0,-53.56,,,1.89,,0.23,184000000.0
BLISS,BLISS INTELLIGENCE PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-12.29,,0.03091,4512269824.0
BM,BANGKOK SHEET METAL PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,30.61,14.6,78.54,4.01,3.8,4.85,0.08,6.75,8.51,1.03,723197440.11
BOL,BUSINESS ONLINE PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,67.57,22.09,95.79,100.0,5.74,6.58,2.375,30.01,13.64,4.94,4053297170.0
BPP,BANPU POWER PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,NO,NO,NO,NO,YES,26.1,0.0,81.72,5.28,-19.21,5.17,0.106,6.82,7.73,11.6,35353687720.0
BPS,BPS Technology Public Company Limited,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,NO,12.62,0.0,42.07,0.0,,2.4,,,80.3,0.52,208000000.0
BR,BANGKOK RANCH PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,6.4,0.0,21.34,0.0,,1.22,,6.09,5.12,1.64,1498052355.12
BRI,BRITANIA PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NO,YES,NO,YES,14.36,0.0,47.85,0.0,-10.87,2.73,,22.37,3.51,1.28,1860110078.72
BROCK,BAAN ROCK GARDEN PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,4.3,0.0,14.34,0.0,-100.0,0.82,,-0.03,,1.22,1250500224.0
BRR,BURIRAM SUGAR PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,YES,YES,YES,YES,YES,64.53,100.0,76.09,5.66,99.97,4.61,0.113,27.73,9.68,3.58,2907319453.48
BSBM,BANGSAPHAN BARMILL PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,13.33,,-3.63,,0.6,672705000.0
BSM,BUILDERSMART PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,44.12,,-13.32,,0.34,72437210.8
